event_id,timestamp,user_id,user,department,host,source_ip,country,login_status,authentication_method
A000027,2026-03-30 02:30:20,u001,admin.ops,IT,WIN-017,185.10.0.99,Germany,Success,SSO
A000028,2026-06-27 05:09:14,u002,j.smith,Finance,WIN-020,10.10.0.131,India,Success,SSO
A000029,2026-02-08 14:59:34,u003,a.kumar,Operations,WIN-024,10.10.0.140,India,Success,SSO
A000030,2026-06-28 08:29:23,u001,admin.ops,IT,WIN-039,10.10.0.6,India,Failure,Password
A000031,2026-06-30 09:54:48,u006,s.rao,Sales,WIN-020,10.10.0.63,India,Success,SSO
A000032,2026-01-16 07:02:04,u002,j.smith,Finance,WIN-032,10.10.0.196,India,Success,SSO
A000033,2026-05-29 17:02:49,u003,a.kumar,Operations,WIN-009,10.10.0.142,India,Failure,Password
A000034,2026-02-21 11:15:12,u009,k.mehta,Engineering,WIN-039,10.10.0.56,India,Success,SSO
A000035,2026-05-27 15:47:27,u012,d.patel,Operations,WIN-013,10.10.0.104,India,Success,SSO
A000036,2026-05-07 04:39:04,u006,s.rao,Sales,WIN-029,185.10.0.59,Singapore,Success,Password
A000037,2026-02-13 15:09:55,u002,j.smith,Finance,WIN-022,10.10.0.143,India,Success,Password
A000038,2026-04-25 06:19:46,u004,m.sharma,HR,WIN-001,10.10.0.163,India,Success,Password
A000039,2026-02-14 10:56:45,u002,j.smith,Finance,WIN-003,10.10.0.20,India,Success,SSO
A000040,2026-02-16 05:10:55,u005,r.verma,Engineering,WIN-032,10.10.0.35,India,Success,SSO
A000041,2026-06-21 08:12:11,u010,svc_backup,IT,WIN-037,10.10.0.123,India,Success,MFA
A000042,2026-02-06 23:22:28,u002,j.smith,Finance,WIN-007,10.10.0.92,India,Success,MFA
A000043,2026-03-21 19:52:31,u008,n.gupta,Finance,WIN-004,10.10.0.167,India,Failure,Password
A000044,2026-01-12 18:28:31,u007,p.singh,Operations,WIN-022,10.10.0.29,India,Success,Password
A000045,2026-02-07 04:52:28,u004,m.sharma,HR,WIN-035,10.10.0.110,India,Success,Password
A000046,2026-02-24 02:06:52,u008,n.gupta,Finance,WIN-016,10.10.0.21,India,Success,MFA
A000047,2026-06-06 21:39:23,u009,k.mehta,Engineering,WIN-007,10.10.0.140,India,Success,Password
A000048,2026-01-19 02:38:09,u004,m.sharma,HR,WIN-011,10.10.0.125,India,Success,Password
A000049,2026-06-17 21:33:46,u007,p.singh,Operations,WIN-004,10.10.0.2,India,Success,MFA
A000050,2026-02-21 11:56:08,u008,n.gupta,Finance,WIN-019,10.10.0.189,India,Success,SSO
A000051,2026-05-09 12:32:37,u012,d.patel,Operations,WIN-032,10.10.0.77,India,Success,Password
A000052,2026-01-12 08:33:06,u010,svc_backup,IT,WIN-035,10.10.0.82,India,Success,Password
A000053,2026-01-10 17:40:48,u010,svc_backup,IT,WIN-031,10.10.0.137,India,Success,Password
A000054,2026-01-12 01:04:40,u009,k.mehta,Engineering,WIN-006,10.10.0.19,India,Success,SSO
A000055,2026-01-14 04:43:14,u011,svc_app,IT,WIN-016,10.10.0.147,India,Success,Password
A000056,2026-04-23 09:57:30,u010,svc_backup,IT,WIN-003,10.10.0.109,India,Success,SSO
A000057,2026-04-24 08:06:36,u010,svc_backup,IT,WIN-034,10.10.0.68,India,Success,Password
A000058,2026-05-11 01:08:57,u012,d.patel,Operations,WIN-021,10.10.0.103,India,Success,Password
A000059,2026-05-11 10:18:11,u011,svc_app,IT,WIN-020,10.10.0.194,India,Failure,Password
A000060,2026-01-02 19:24:47,u008,n.gupta,Finance,WIN-040,185.10.0.14,Singapore,Success,SSO
A000061,2026-02-11 09:22:15,u009,k.mehta,Engineering,WIN-017,10.10.0.91,India,Success,Password
A000062,2026-06-20 17:41:46,u004,m.sharma,HR,WIN-024,10.10.0.114,India,Success,SSO
A000063,2026-05-17 14:44:01,u005,r.verma,Engineering,WIN-040,185.10.0.105,UAE,Success,Password
A000064,2026-05-10 16:28:05,u009,k.mehta,Engineering,WIN-020,185.10.0.15,Germany,Success,MFA
A000065,2026-01-23 09:56:11,u002,j.smith,Finance,WIN-036,10.10.0.74,India,Success,SSO
A000066,2026-02-10 21:36:19,u012,d.patel,Operations,WIN-022,10.10.0.164,India,Success,MFA
A000067,2026-04-09 03:22:36,u008,n.gupta,Finance,WIN-017,185.10.0.110,Singapore,Success,Password
A000068,2026-05-04 03:58:47,u007,p.singh,Operations,WIN-018,10.10.0.87,India,Success,Password
A000069,2026-05-04 17:09:48,u005,r.verma,Engineering,WIN-011,10.10.0.143,India,Failure,SSO
A000070,2026-03-25 01:09:55,u009,k.mehta,Engineering,WIN-001,10.10.0.178,India,Success,Password
A000071,2026-04-16 22:38:06,u001,admin.ops,IT,WIN-024,10.10.0.39,India,Success,MFA
A000072,2026-01-25 17:56:21,u001,admin.ops,IT,WIN-020,10.10.0.12,India,Success,MFA
A000073,2026-02-10 19:01:39,u011,svc_app,IT,WIN-016,10.10.0.92,India,Failure,SSO
A000074,2026-06-21 16:21:58,u007,p.singh,Operations,WIN-040,10.10.0.62,India,Success,Password
A000075,2026-06-05 07:44:37,u003,a.kumar,Operations,WIN-027,10.10.0.190,India,Success,MFA
A000076,2026-06-01 22:11:07,u007,p.singh,Operations,WIN-016,10.10.0.181,India,Success,Password
A000077,2026-03-16 06:46:25,u001,admin.ops,IT,WIN-031,10.10.0.119,India,Success,MFA
A000078,2026-03-01 06:17:33,u004,m.sharma,HR,WIN-015,10.10.0.51,India,Failure,MFA
A000079,2026-03-05 17:48:41,u005,r.verma,Engineering,WIN-005,185.10.0.37,UK,Success,SSO
A000080,2026-04-09 22:00:09,u007,p.singh,Operations,WIN-035,10.10.0.9,India,Success,Password
A000081,2026-06-20 07:17:42,u005,r.verma,Engineering,WIN-012,10.10.0.69,India,Success,Password
A000082,2026-01-22 01:11:32,u010,svc_backup,IT,WIN-028,10.10.0.82,India,Success,MFA
A000083,2026-04-28 17:08:16,u009,k.mehta,Engineering,WIN-008,10.10.0.149,India,Success,Password
A000084,2026-02-19 11:05:34,u001,admin.ops,IT,WIN-028,10.10.0.139,India,Failure,SSO
A000085,2026-05-20 16:47:12,u012,d.patel,Operations,WIN-013,10.10.0.19,India,Success,SSO
A000086,2026-06-28 19:06:11,u006,s.rao,Sales,WIN-040,10.10.0.33,India,Success,SSO
A000087,2026-06-24 18:31:20,u005,r.verma,Engineering,WIN-033,10.10.0.106,India,Success,MFA
A000088,2026-03-20 03:19:18,u012,d.patel,Operations,WIN-019,10.10.0.51,India,Success,MFA
A000089,2026-05-10 02:47:44,u007,p.singh,Operations,WIN-012,10.10.0.79,India,Success,MFA
A000090,2026-04-17 09:34:20,u001,admin.ops,IT,WIN-020,10.10.0.112,India,Success,SSO
A000091,2026-04-28 19:14:52,u011,svc_app,IT,WIN-021,10.10.0.115,India,Success,SSO
A000092,2026-02-11 11:55:14,u009,k.mehta,Engineering,WIN-031,10.10.0.190,India,Success,Password
A000093,2026-05-08 22:28:01,u002,j.smith,Finance,WIN-019,10.10.0.164,India,Success,SSO
A000094,2026-03-07 02:05:25,u002,j.smith,Finance,WIN-016,10.10.0.59,India,Success,Password
A000095,2026-01-29 14:43:09,u001,admin.ops,IT,WIN-003,10.10.0.123,India,Success,SSO
A000096,2026-06-15 00:03:52,u002,j.smith,Finance,WIN-030,10.10.0.163,India,Success,SSO
A000097,2026-02-07 18:08:01,u012,d.patel,Operations,WIN-025,10.10.0.64,India,Success,Password
A000098,2026-05-08 09:27:06,u012,d.patel,Operations,WIN-001,185.10.0.112,Singapore,Success,MFA
A000099,2026-02-12 11:52:25,u003,a.kumar,Operations,WIN-034,10.10.0.144,India,Failure,Password
A000100,2026-06-28 03:43:12,u002,j.smith,Finance,WIN-030,10.10.0.120,India,Success,SSO
A000101,2026-04-14 03:15:14,u009,k.mehta,Engineering,WIN-039,10.10.0.195,India,Failure,MFA
A000102,2026-04-29 23:10:00,u012,d.patel,Operations,WIN-033,10.10.0.142,India,Success,MFA
A000103,2026-06-24 05:17:34,u003,a.kumar,Operations,WIN-031,10.10.0.194,India,Success,Password
A000104,2026-06-13 02:02:41,u011,svc_app,IT,WIN-018,10.10.0.135,India,Success,MFA
A000105,2026-05-02 16:51:33,u004,m.sharma,HR,WIN-018,10.10.0.184,India,Success,MFA
A000106,2026-02-15 12:49:09,u005,r.verma,Engineering,WIN-022,10.10.0.140,India,Success,Password
A000107,2026-01-27 20:52:11,u003,a.kumar,Operations,WIN-015,10.10.0.41,India,Success,SSO
A000108,2026-02-11 13:05:33,u002,j.smith,Finance,WIN-027,10.10.0.140,India,Success,MFA
A000109,2026-03-22 17:38:54,u001,admin.ops,IT,WIN-014,10.10.0.101,India,Success,SSO
A000110,2026-05-16 01:22:19,u001,admin.ops,IT,WIN-037,10.10.0.3,India,Failure,MFA
A000111,2026-02-27 23:38:08,u007,p.singh,Operations,WIN-027,10.10.0.190,India,Success,SSO
A000112,2026-06-05 07:39:21,u010,svc_backup,IT,WIN-015,10.10.0.71,India,Success,MFA
A000113,2026-04-05 07:15:20,u001,admin.ops,IT,WIN-025,10.10.0.175,India,Success,MFA
A000114,2026-05-21 14:55:47,u003,a.kumar,Operations,WIN-030,185.10.0.81,UAE,Success,Password
A000115,2026-06-26 02:35:41,u007,p.singh,Operations,WIN-038,10.10.0.8,India,Success,Password
A000116,2026-05-05 19:25:49,u007,p.singh,Operations,WIN-009,10.10.0.48,India,Success,Password
A000117,2026-02-20 12:24:58,u007,p.singh,Operations,WIN-021,10.10.0.85,India,Success,MFA
A000118,2026-05-28 19:35:15,u007,p.singh,Operations,WIN-018,10.10.0.109,India,Success,MFA
A000119,2026-06-12 02:58:00,u002,j.smith,Finance,WIN-031,10.10.0.140,India,Success,Password
A000120,2026-03-09 22:56:00,u004,m.sharma,HR,WIN-005,10.10.0.168,India,Success,Password
A000121,2026-05-27 10:58:53,u001,admin.ops,IT,WIN-016,10.10.0.7,India,Success,SSO
A000122,2026-01-30 14:09:11,u004,m.sharma,HR,WIN-009,10.10.0.31,India,Success,SSO
A000123,2026-02-12 07:47:18,u008,n.gupta,Finance,WIN-017,10.10.0.44,India,Success,SSO
A000124,2026-04-28 21:58:42,u012,d.patel,Operations,WIN-008,10.10.0.43,India,Success,MFA
A000125,2026-01-21 23:46:36,u010,svc_backup,IT,WIN-002,185.10.0.75,USA,Success,MFA
A000126,2026-05-19 20:12:36,u004,m.sharma,HR,WIN-005,10.10.0.162,India,Success,Password
A000127,2026-01-20 18:53:40,u012,d.patel,Operations,WIN-020,10.10.0.155,India,Success,Password
A000128,2026-06-04 14:41:15,u010,svc_backup,IT,WIN-003,10.10.0.111,India,Success,SSO
A000129,2026-03-13 22:59:07,u002,j.smith,Finance,WIN-033,10.10.0.5,India,Failure,MFA
A000130,2026-06-09 16:20:23,u008,n.gupta,Finance,WIN-007,10.10.0.94,India,Success,SSO
A000131,2026-06-23 03:02:26,u008,n.gupta,Finance,WIN-010,10.10.0.189,India,Success,SSO
A000132,2026-05-07 07:21:04,u005,r.verma,Engineering,WIN-040,10.10.0.139,India,Success,MFA
A000133,2026-04-01 06:28:07,u007,p.singh,Operations,WIN-038,10.10.0.64,India,Success,Password
A000134,2026-02-24 03:53:59,u008,n.gupta,Finance,WIN-016,10.10.0.147,India,Success,SSO
A000135,2026-05-10 17:59:02,u007,p.singh,Operations,WIN-022,10.10.0.85,India,Success,Password
A000136,2026-04-05 16:08:50,u004,m.sharma,HR,WIN-023,10.10.0.89,India,Success,MFA
A000137,2026-06-20 22:35:18,u010,svc_backup,IT,WIN-018,10.10.0.134,India,Success,Password
A000138,2026-01-17 14:59:07,u004,m.sharma,HR,WIN-027,10.10.0.196,India,Success,Password
A000139,2026-05-15 02:28:22,u008,n.gupta,Finance,WIN-032,10.10.0.6,India,Success,Password
A000140,2026-02-27 03:14:13,u004,m.sharma,HR,WIN-026,10.10.0.80,India,Success,SSO
A000141,2026-04-23 22:14:43,u006,s.rao,Sales,WIN-031,10.10.0.90,India,Success,MFA
A000142,2026-05-25 20:18:39,u009,k.mehta,Engineering,WIN-022,10.10.0.118,India,Success,MFA
A000143,2026-03-01 12:58:00,u005,r.verma,Engineering,WIN-015,10.10.0.51,India,Success,MFA
A000144,2026-01-24 05:09:55,u012,d.patel,Operations,WIN-035,185.10.0.90,Germany,Success,Password
A000145,2026-02-12 00:25:31,u012,d.patel,Operations,WIN-031,10.10.0.152,India,Success,SSO
A000146,2026-04-26 21:14:47,u005,r.verma,Engineering,WIN-007,10.10.0.77,India,Failure,Password
A000147,2026-03-12 01:49:39,u003,a.kumar,Operations,WIN-020,10.10.0.138,India,Success,Password
A000148,2026-02-23 06:23:00,u001,admin.ops,IT,WIN-004,10.10.0.180,India,Success,Password
A000149,2026-05-04 20:41:16,u008,n.gupta,Finance,WIN-007,10.10.0.148,India,Failure,MFA
A000150,2026-04-02 03:32:53,u008,n.gupta,Finance,WIN-029,10.10.0.15,India,Success,MFA
A000151,2026-06-17 07:55:12,u008,n.gupta,Finance,WIN-008,10.10.0.104,India,Success,MFA
A000152,2026-01-15 09:14:52,u010,svc_backup,IT,WIN-004,10.10.0.146,India,Success,MFA
A000153,2026-01-17 12:58:18,u004,m.sharma,HR,WIN-008,10.10.0.108,India,Success,SSO
A000154,2026-04-26 18:09:08,u010,svc_backup,IT,WIN-015,10.10.0.99,India,Success,MFA
A000155,2026-06-26 09:56:14,u008,n.gupta,Finance,WIN-020,10.10.0.111,India,Success,MFA
A000156,2026-04-21 10:00:19,u010,svc_backup,IT,WIN-004,10.10.0.191,India,Success,Password
A000157,2026-05-29 02:36:45,u004,m.sharma,HR,WIN-014,10.10.0.22,India,Success,Password
A000158,2026-02-16 13:51:09,u003,a.kumar,Operations,WIN-036,10.10.0.2,India,Success,MFA
A000159,2026-03-29 11:29:57,u012,d.patel,Operations,WIN-039,10.10.0.10,India,Success,Password
A000160,2026-02-25 22:39:57,u012,d.patel,Operations,WIN-019,10.10.0.118,India,Success,Password
A000161,2026-05-14 11:26:45,u004,m.sharma,HR,WIN-017,10.10.0.162,India,Success,SSO
A000162,2026-05-09 09:20:10,u004,m.sharma,HR,WIN-028,10.10.0.59,India,Success,SSO
A000163,2026-01-29 22:20:27,u005,r.verma,Engineering,WIN-010,10.10.0.44,India,Success,MFA
A000164,2026-04-26 13:06:22,u012,d.patel,Operations,WIN-037,185.10.0.58,Singapore,Success,MFA
A000165,2026-05-14 17:28:19,u005,r.verma,Engineering,WIN-026,185.10.0.66,UAE,Success,MFA
A000166,2026-03-27 00:06:15,u002,j.smith,Finance,WIN-039,10.10.0.112,India,Success,SSO
A000167,2026-03-04 14:07:38,u010,svc_backup,IT,WIN-017,10.10.0.60,India,Success,SSO
A000168,2026-06-12 07:50:58,u010,svc_backup,IT,WIN-038,185.10.0.99,UK,Success,SSO
A000169,2026-01-08 19:29:35,u003,a.kumar,Operations,WIN-031,10.10.0.115,India,Failure,MFA
A000170,2026-02-05 05:48:02,u010,svc_backup,IT,WIN-028,10.10.0.127,India,Success,Password
A000171,2026-04-02 06:24:25,u006,s.rao,Sales,WIN-027,10.10.0.173,India,Success,Password
A000172,2026-06-16 13:19:33,u003,a.kumar,Operations,WIN-022,10.10.0.128,India,Failure,MFA
A000173,2026-05-09 15:51:47,u007,p.singh,Operations,WIN-036,10.10.0.24,India,Success,MFA
A000174,2026-02-19 00:15:50,u006,s.rao,Sales,WIN-008,185.10.0.53,UAE,Success,Password
A000175,2026-05-08 16:55:10,u009,k.mehta,Engineering,WIN-030,10.10.0.50,India,Success,SSO
A000176,2026-03-12 06:00:50,u010,svc_backup,IT,WIN-032,10.10.0.196,India,Success,Password
A000177,2026-02-09 12:39:00,u005,r.verma,Engineering,WIN-036,10.10.0.75,India,Success,MFA
A000178,2026-06-21 01:02:33,u012,d.patel,Operations,WIN-032,10.10.0.163,India,Success,SSO
A000179,2026-06-05 05:04:19,u004,m.sharma,HR,WIN-011,10.10.0.5,India,Success,SSO
A000180,2026-03-21 05:22:27,u002,j.smith,Finance,WIN-015,185.10.0.118,Singapore,Success,MFA
A000181,2026-01-23 19:25:54,u011,svc_app,IT,WIN-010,10.10.0.185,India,Success,MFA
A000182,2026-04-09 19:30:55,u012,d.patel,Operations,WIN-018,10.10.0.125,India,Success,MFA
A000183,2026-02-17 07:52:06,u008,n.gupta,Finance,WIN-036,10.10.0.50,India,Success,SSO
A000184,2026-04-09 16:34:27,u012,d.patel,Operations,WIN-009,10.10.0.72,India,Success,MFA
A000185,2026-03-07 23:56:00,u009,k.mehta,Engineering,WIN-018,10.10.0.74,India,Success,SSO
A000186,2026-02-27 23:22:15,u010,svc_backup,IT,WIN-038,185.10.0.64,Germany,Success,MFA
A000187,2026-04-15 13:58:02,u008,n.gupta,Finance,WIN-023,10.10.0.197,India,Success,SSO
A000188,2026-03-15 05:55:34,u008,n.gupta,Finance,WIN-021,10.10.0.180,India,Success,Password
A000189,2026-04-22 00:46:12,u007,p.singh,Operations,WIN-015,10.10.0.107,India,Success,Password
A000190,2026-03-03 18:48:32,u012,d.patel,Operations,WIN-031,10.10.0.99,India,Success,MFA
A000191,2026-05-09 21:00:50,u011,svc_app,IT,WIN-010,10.10.0.11,India,Success,Password
A000192,2026-04-08 12:50:47,u010,svc_backup,IT,WIN-022,10.10.0.114,India,Success,Password
A000193,2026-04-13 03:06:34,u008,n.gupta,Finance,WIN-001,10.10.0.106,India,Success,SSO
A000194,2026-01-30 23:22:31,u002,j.smith,Finance,WIN-031,10.10.0.69,India,Success,MFA
A000195,2026-05-02 00:35:57,u012,d.patel,Operations,WIN-026,10.10.0.86,India,Success,SSO
A000196,2026-06-16 20:49:29,u009,k.mehta,Engineering,WIN-025,185.10.0.82,USA,Success,SSO
A000197,2026-01-07 23:18:06,u010,svc_backup,IT,WIN-005,10.10.0.177,India,Success,MFA
A000198,2026-02-14 04:09:46,u012,d.patel,Operations,WIN-006,10.10.0.27,India,Success,SSO
A000199,2026-05-17 16:22:08,u002,j.smith,Finance,WIN-029,10.10.0.78,India,Success,Password
A000200,2026-01-09 22:20:00,u006,s.rao,Sales,WIN-004,10.10.0.97,India,Success,MFA
A000201,2026-01-29 06:24:15,u004,m.sharma,HR,WIN-034,10.10.0.176,India,Success,Password
A000202,2026-02-03 00:10:52,u003,a.kumar,Operations,WIN-006,10.10.0.99,India,Success,SSO
A000203,2026-05-13 15:38:16,u004,m.sharma,HR,WIN-032,185.10.0.20,Germany,Success,MFA
A000204,2026-05-04 20:51:03,u005,r.verma,Engineering,WIN-030,10.10.0.4,India,Success,MFA
A000205,2026-06-24 23:56:25,u005,r.verma,Engineering,WIN-035,10.10.0.115,India,Success,MFA
A000206,2026-04-25 02:16:57,u005,r.verma,Engineering,WIN-028,10.10.0.118,India,Failure,MFA
A000207,2026-02-08 16:25:06,u007,p.singh,Operations,WIN-031,10.10.0.99,India,Success,SSO
A000208,2026-03-11 16:52:15,u010,svc_backup,IT,WIN-019,185.10.0.39,Singapore,Success,SSO
A000209,2026-03-18 20:35:18,u005,r.verma,Engineering,WIN-001,10.10.0.177,India,Failure,SSO
A000210,2026-01-10 12:33:45,u010,svc_backup,IT,WIN-032,10.10.0.75,India,Success,Password
A000211,2026-04-28 21:07:40,u006,s.rao,Sales,WIN-015,10.10.0.160,India,Success,MFA
A000212,2026-05-12 14:36:40,u012,d.patel,Operations,WIN-009,10.10.0.162,India,Success,SSO
A000213,2026-01-08 15:43:21,u005,r.verma,Engineering,WIN-029,10.10.0.95,India,Success,SSO
A000214,2026-01-26 12:25:24,u002,j.smith,Finance,WIN-019,10.10.0.108,India,Success,Password
A000215,2026-02-08 23:46:17,u003,a.kumar,Operations,WIN-035,10.10.0.95,India,Success,SSO
A000216,2026-04-08 10:31:59,u005,r.verma,Engineering,WIN-011,10.10.0.125,India,Success,MFA
A000217,2026-05-25 23:13:07,u006,s.rao,Sales,WIN-008,10.10.0.21,India,Success,Password
A000218,2026-05-27 10:36:02,u004,m.sharma,HR,WIN-026,185.10.0.104,UAE,Success,MFA
A000219,2026-01-18 12:50:30,u007,p.singh,Operations,WIN-001,10.10.0.33,India,Success,MFA
A000220,2026-03-13 13:44:01,u011,svc_app,IT,WIN-017,10.10.0.165,India,Success,MFA
A000221,2026-01-22 00:55:45,u011,svc_app,IT,WIN-015,10.10.0.160,India,Success,SSO
A000222,2026-03-05 16:37:12,u010,svc_backup,IT,WIN-015,10.10.0.164,India,Success,MFA
A000223,2026-06-26 14:03:12,u012,d.patel,Operations,WIN-020,10.10.0.31,India,Success,Password
A000224,2026-01-09 19:19:53,u001,admin.ops,IT,WIN-020,185.10.0.16,Singapore,Success,Password
A000225,2026-06-22 06:55:41,u009,k.mehta,Engineering,WIN-009,10.10.0.96,India,Success,SSO
A000226,2026-05-25 07:17:02,u012,d.patel,Operations,WIN-035,10.10.0.192,India,Success,SSO
A000227,2026-01-31 00:07:44,u007,p.singh,Operations,WIN-007,10.10.0.159,India,Success,MFA
A000228,2026-02-24 07:41:00,u001,admin.ops,IT,WIN-024,10.10.0.115,India,Success,Password
A000229,2026-06-16 02:41:12,u006,s.rao,Sales,WIN-007,185.10.0.49,UAE,Success,SSO
A000230,2026-03-11 15:32:28,u001,admin.ops,IT,WIN-026,10.10.0.33,India,Success,MFA
A000231,2026-01-18 19:13:44,u011,svc_app,IT,WIN-014,10.10.0.154,India,Success,Password
A000232,2026-01-10 19:42:46,u006,s.rao,Sales,WIN-016,185.10.0.102,UAE,Success,Password
A000233,2026-01-14 07:44:47,u009,k.mehta,Engineering,WIN-014,10.10.0.61,India,Success,MFA
A000234,2026-05-31 08:49:08,u003,a.kumar,Operations,WIN-039,10.10.0.39,India,Success,Password
A000235,2026-04-15 21:35:11,u005,r.verma,Engineering,WIN-012,10.10.0.8,India,Success,Password
A000236,2026-01-03 21:15:14,u006,s.rao,Sales,WIN-016,10.10.0.6,India,Success,Password
A000237,2026-02-21 12:42:08,u001,admin.ops,IT,WIN-009,10.10.0.136,India,Success,Password
A000238,2026-05-25 19:03:07,u002,j.smith,Finance,WIN-031,10.10.0.94,India,Failure,SSO
A000239,2026-04-26 06:41:03,u002,j.smith,Finance,WIN-029,10.10.0.159,India,Success,Password
A000240,2026-05-22 05:11:52,u011,svc_app,IT,WIN-034,10.10.0.166,India,Success,Password
A000241,2026-01-12 19:28:00,u008,n.gupta,Finance,WIN-026,10.10.0.29,India,Success,MFA
A000242,2026-05-19 08:01:50,u008,n.gupta,Finance,WIN-005,185.10.0.43,UAE,Success,Password
A000243,2026-01-13 18:06:05,u003,a.kumar,Operations,WIN-018,10.10.0.151,India,Success,SSO
A000244,2026-05-19 06:52:21,u006,s.rao,Sales,WIN-025,185.10.0.69,UK,Success,MFA
A000245,2026-04-09 04:02:19,u010,svc_backup,IT,WIN-028,10.10.0.181,India,Failure,Password
A000246,2026-06-15 14:18:07,u011,svc_app,IT,WIN-036,10.10.0.57,India,Success,MFA
A000247,2026-03-29 16:23:54,u004,m.sharma,HR,WIN-027,10.10.0.118,India,Success,MFA
A000248,2026-03-22 18:39:08,u012,d.patel,Operations,WIN-007,10.10.0.82,India,Success,SSO
A000249,2026-02-19 11:52:21,u006,s.rao,Sales,WIN-010,10.10.0.123,India,Success,Password
A000250,2026-01-18 17:08:17,u002,j.smith,Finance,WIN-006,10.10.0.192,India,Success,SSO
A000251,2026-03-14 08:39:36,u003,a.kumar,Operations,WIN-036,10.10.0.145,India,Success,SSO
A000252,2026-03-06 00:15:41,u011,svc_app,IT,WIN-008,10.10.0.172,India,Success,MFA
A000253,2026-06-18 13:36:09,u012,d.patel,Operations,WIN-004,185.10.0.78,UK,Success,MFA
A000254,2026-01-21 02:48:49,u010,svc_backup,IT,WIN-033,10.10.0.170,India,Success,MFA
A000255,2026-02-13 13:03:24,u002,j.smith,Finance,WIN-023,10.10.0.96,India,Success,Password
A000256,2026-05-29 01:59:59,u005,r.verma,Engineering,WIN-037,10.10.0.111,India,Success,SSO
A000257,2026-05-30 00:29:41,u010,svc_backup,IT,WIN-040,10.10.0.144,India,Success,Password
A000258,2026-04-29 06:07:19,u011,svc_app,IT,WIN-018,10.10.0.71,India,Success,SSO
A000259,2026-05-29 01:05:09,u005,r.verma,Engineering,WIN-022,10.10.0.48,India,Success,Password
A000260,2026-04-20 23:14:51,u011,svc_app,IT,WIN-026,10.10.0.191,India,Success,SSO
A000261,2026-01-06 22:52:20,u002,j.smith,Finance,WIN-034,10.10.0.109,India,Success,MFA
A000262,2026-03-08 04:41:25,u003,a.kumar,Operations,WIN-024,10.10.0.85,India,Success,SSO
A000263,2026-04-26 18:36:15,u002,j.smith,Finance,WIN-004,10.10.0.195,India,Success,SSO
A000264,2026-01-10 15:54:36,u011,svc_app,IT,WIN-006,10.10.0.171,India,Success,MFA
A000265,2026-04-05 07:20:51,u010,svc_backup,IT,WIN-029,10.10.0.57,India,Success,SSO
A000266,2026-01-23 02:25:40,u006,s.rao,Sales,WIN-028,10.10.0.175,India,Success,SSO
