event_id,timestamp,user_id,user,host,process,parent_process,command_line,severity
E000024,2026-04-10 23:34:54,u009,k.mehta,WIN-029,powershell.exe,winword.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E000025,2026-03-25 22:52:35,u002,j.smith,WIN-001,cmd.exe,svchost.exe,cmd.exe,Low
E000026,2026-05-01 12:45:20,u002,j.smith,WIN-012,svchost.exe,winword.exe,svchost.exe,Low
E000027,2026-03-21 20:49:32,u008,n.gupta,WIN-031,explorer.exe,winword.exe,explorer.exe,Low
E000028,2026-05-20 13:04:11,u001,admin.ops,WIN-021,excel.exe,svchost.exe,excel.exe,Low
E000029,2026-05-23 13:12:41,u007,p.singh,WIN-023,cmd.exe,services.exe,cmd.exe,Low
E000030,2026-01-01 20:16:40,u006,s.rao,WIN-018,teams.exe,services.exe,teams.exe,Low
E000031,2026-03-31 04:38:12,u005,r.verma,WIN-026,python.exe,explorer.exe,python.exe,Low
E000032,2026-03-24 12:44:08,u005,r.verma,WIN-032,winword.exe,outlook.exe,winword.exe,Low
E000033,2026-01-12 16:55:30,u006,s.rao,WIN-040,chrome.exe,outlook.exe,chrome.exe,Low
E000034,2026-02-21 06:30:12,u001,admin.ops,WIN-036,svchost.exe,services.exe,svchost.exe,Low
E000035,2026-05-23 16:27:37,u012,d.patel,WIN-025,python.exe,services.exe,python.exe,Low
E000036,2026-01-15 11:51:21,u006,s.rao,WIN-009,winword.exe,explorer.exe,winword.exe,Low
E000037,2026-06-16 15:52:34,u011,svc_app,WIN-026,powershell.exe,outlook.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E000038,2026-01-20 11:19:45,u007,p.singh,WIN-009,explorer.exe,explorer.exe,explorer.exe,Low
E000039,2026-02-07 15:57:58,u005,r.verma,WIN-025,teams.exe,outlook.exe,teams.exe,Low
E000040,2026-02-14 14:31:30,u009,k.mehta,WIN-038,cmd.exe,outlook.exe,cmd.exe,Low
E000041,2026-04-07 14:51:44,u008,n.gupta,WIN-005,winword.exe,explorer.exe,winword.exe,Low
E000042,2026-02-20 23:54:51,u009,k.mehta,WIN-002,cmd.exe,winword.exe,cmd.exe,Low
E000043,2026-06-14 06:17:12,u004,m.sharma,WIN-021,teams.exe,svchost.exe,teams.exe,Low
E000044,2026-02-20 19:57:26,u005,r.verma,WIN-023,powershell.exe,svchost.exe,powershell.exe Get-Process,Medium
E000045,2026-01-25 11:14:43,u005,r.verma,WIN-026,outlook.exe,outlook.exe,outlook.exe,Low
E000046,2026-03-31 03:42:32,u001,admin.ops,WIN-038,teams.exe,services.exe,teams.exe,Low
E000047,2026-04-03 11:00:52,u003,a.kumar,WIN-037,chrome.exe,svchost.exe,chrome.exe,Low
E000048,2026-04-21 06:02:32,u003,a.kumar,WIN-038,chrome.exe,services.exe,chrome.exe,Low
E000049,2026-01-24 05:38:11,u009,k.mehta,WIN-035,outlook.exe,services.exe,outlook.exe,Low
E000050,2026-03-12 00:02:52,u006,s.rao,WIN-035,outlook.exe,explorer.exe,outlook.exe,Low
E000051,2026-05-14 03:48:10,u011,svc_app,WIN-015,python.exe,explorer.exe,python.exe,Low
E000052,2026-06-17 13:15:59,u010,svc_backup,WIN-035,teams.exe,explorer.exe,teams.exe,Low
E000053,2026-05-19 20:38:21,u004,m.sharma,WIN-011,cmd.exe,outlook.exe,cmd.exe,Low
E000054,2026-02-02 02:49:40,u009,k.mehta,WIN-028,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E000055,2026-06-17 03:44:50,u010,svc_backup,WIN-019,excel.exe,winword.exe,excel.exe,Low
E000056,2026-05-09 08:03:52,u011,svc_app,WIN-028,outlook.exe,outlook.exe,outlook.exe,Low
E000057,2026-02-05 09:24:24,u006,s.rao,WIN-034,cmd.exe,winword.exe,cmd.exe,Low
E000058,2026-04-30 01:22:50,u004,m.sharma,WIN-020,excel.exe,explorer.exe,excel.exe,Low
E000059,2026-04-22 22:05:26,u008,n.gupta,WIN-023,outlook.exe,services.exe,outlook.exe,Low
E000060,2026-02-19 14:28:13,u002,j.smith,WIN-029,python.exe,outlook.exe,python.exe,Low
E000061,2026-02-04 09:50:28,u005,r.verma,WIN-022,chrome.exe,svchost.exe,chrome.exe,Low
E000062,2026-01-28 00:51:22,u001,admin.ops,WIN-016,chrome.exe,explorer.exe,chrome.exe,Low
E000063,2026-06-14 04:09:44,u010,svc_backup,WIN-023,explorer.exe,services.exe,explorer.exe,Low
E000064,2026-04-15 20:05:47,u006,s.rao,WIN-001,explorer.exe,outlook.exe,explorer.exe,Low
E000065,2026-03-31 00:35:36,u002,j.smith,WIN-024,explorer.exe,winword.exe,explorer.exe,Low
E000066,2026-06-29 11:01:47,u007,p.singh,WIN-016,winword.exe,winword.exe,winword.exe,Low
E000067,2026-06-17 17:44:15,u009,k.mehta,WIN-031,chrome.exe,svchost.exe,chrome.exe,Low
E000068,2026-04-18 07:03:18,u010,svc_backup,WIN-001,powershell.exe,outlook.exe,powershell.exe Get-Process,Medium
E000069,2026-04-15 22:51:51,u004,m.sharma,WIN-040,powershell.exe,winword.exe,powershell.exe Get-Process,Medium
E000070,2026-06-09 07:36:36,u001,admin.ops,WIN-030,winword.exe,svchost.exe,winword.exe,Low
E000071,2026-03-12 19:48:54,u004,m.sharma,WIN-026,teams.exe,svchost.exe,teams.exe,Low
E000072,2026-01-30 07:20:32,u003,a.kumar,WIN-011,teams.exe,svchost.exe,teams.exe,Low
E000073,2026-05-14 10:25:38,u009,k.mehta,WIN-030,teams.exe,services.exe,teams.exe,Low
E000074,2026-06-02 08:11:55,u003,a.kumar,WIN-025,python.exe,winword.exe,python.exe,Low
E000075,2026-01-09 13:12:46,u004,m.sharma,WIN-026,excel.exe,outlook.exe,excel.exe,Low
E000076,2026-05-06 03:24:22,u009,k.mehta,WIN-034,outlook.exe,services.exe,outlook.exe,Low
E000077,2026-03-12 17:23:06,u003,a.kumar,WIN-036,cmd.exe,svchost.exe,cmd.exe,Low
E000078,2026-01-06 18:30:35,u008,n.gupta,WIN-027,cmd.exe,svchost.exe,cmd.exe,Low
E000079,2026-05-28 13:40:06,u006,s.rao,WIN-021,python.exe,explorer.exe,python.exe,Low
E000080,2026-01-12 00:24:30,u010,svc_backup,WIN-023,svchost.exe,svchost.exe,svchost.exe,Low
E000081,2026-05-18 12:15:12,u009,k.mehta,WIN-019,python.exe,winword.exe,python.exe,Low
E000082,2026-01-02 15:41:28,u005,r.verma,WIN-031,chrome.exe,services.exe,chrome.exe,Low
E000083,2026-05-20 20:04:49,u005,r.verma,WIN-001,cmd.exe,services.exe,cmd.exe,Low
E000084,2026-05-14 00:34:04,u010,svc_backup,WIN-018,outlook.exe,svchost.exe,outlook.exe,Low
E000085,2026-01-22 13:49:22,u005,r.verma,WIN-022,teams.exe,svchost.exe,teams.exe,Low
E000086,2026-02-03 21:36:13,u010,svc_backup,WIN-029,chrome.exe,svchost.exe,chrome.exe,Low
E000087,2026-06-14 04:20:30,u003,a.kumar,WIN-003,winword.exe,svchost.exe,winword.exe,Low
E000088,2026-01-07 18:14:04,u009,k.mehta,WIN-026,svchost.exe,winword.exe,svchost.exe,Low
E000089,2026-03-24 22:22:05,u003,a.kumar,WIN-008,svchost.exe,explorer.exe,svchost.exe,Low
E000090,2026-02-14 17:11:52,u001,admin.ops,WIN-030,outlook.exe,winword.exe,outlook.exe,Low
E000091,2026-04-26 12:21:52,u006,s.rao,WIN-011,outlook.exe,outlook.exe,outlook.exe,Low
E000092,2026-03-19 05:49:04,u011,svc_app,WIN-002,cmd.exe,winword.exe,cmd.exe,Low
E000093,2026-04-23 09:36:11,u009,k.mehta,WIN-031,svchost.exe,outlook.exe,svchost.exe,Low
E000094,2026-05-10 05:23:24,u003,a.kumar,WIN-027,python.exe,explorer.exe,python.exe,Low
E000095,2026-04-20 22:08:06,u001,admin.ops,WIN-005,powershell.exe,svchost.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E000096,2026-05-04 04:55:18,u008,n.gupta,WIN-024,powershell.exe,svchost.exe,powershell.exe -Command Get-Service,Medium
E000097,2026-01-17 04:36:58,u002,j.smith,WIN-038,python.exe,outlook.exe,python.exe,Low
E000098,2026-06-07 23:48:14,u008,n.gupta,WIN-022,winword.exe,services.exe,winword.exe,Low
E000099,2026-05-18 22:41:03,u004,m.sharma,WIN-033,excel.exe,svchost.exe,excel.exe,Low
E000100,2026-02-14 01:28:07,u004,m.sharma,WIN-012,svchost.exe,outlook.exe,svchost.exe,Low
E000101,2026-03-20 16:27:39,u010,svc_backup,WIN-038,outlook.exe,explorer.exe,outlook.exe,Low
E000102,2026-03-30 07:16:52,u002,j.smith,WIN-003,excel.exe,services.exe,excel.exe,Low
E000103,2026-05-03 00:19:14,u007,p.singh,WIN-017,cmd.exe,winword.exe,cmd.exe,Low
E000104,2026-02-06 00:21:19,u010,svc_backup,WIN-011,outlook.exe,services.exe,outlook.exe,Low
E000105,2026-01-27 17:41:53,u002,j.smith,WIN-004,winword.exe,svchost.exe,winword.exe,Low
E000106,2026-02-27 13:09:50,u004,m.sharma,WIN-030,python.exe,winword.exe,python.exe,Low
E000107,2026-01-28 03:06:20,u008,n.gupta,WIN-004,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E000108,2026-06-22 16:41:17,u009,k.mehta,WIN-032,teams.exe,services.exe,teams.exe,Low
E000109,2026-03-31 03:08:08,u011,svc_app,WIN-033,excel.exe,services.exe,excel.exe,Low
E000110,2026-03-04 13:55:07,u009,k.mehta,WIN-027,cmd.exe,svchost.exe,cmd.exe,Low
E000111,2026-06-30 11:10:40,u003,a.kumar,WIN-014,winword.exe,services.exe,winword.exe,Low
E000112,2026-06-08 22:01:08,u001,admin.ops,WIN-027,explorer.exe,winword.exe,explorer.exe,Low
E000113,2026-03-30 08:32:36,u008,n.gupta,WIN-033,python.exe,services.exe,python.exe,Low
E000114,2026-04-17 10:26:04,u004,m.sharma,WIN-036,teams.exe,explorer.exe,teams.exe,Low
E000115,2026-01-30 18:42:53,u010,svc_backup,WIN-035,cmd.exe,winword.exe,cmd.exe,Low
E000116,2026-01-28 00:30:09,u004,m.sharma,WIN-007,outlook.exe,winword.exe,outlook.exe,Low
E000117,2026-03-14 09:13:48,u007,p.singh,WIN-039,cmd.exe,explorer.exe,cmd.exe,Low
E000118,2026-01-25 18:27:15,u003,a.kumar,WIN-027,excel.exe,svchost.exe,excel.exe,Low
E000119,2026-03-20 03:55:31,u011,svc_app,WIN-038,python.exe,explorer.exe,python.exe,Low
E000120,2026-03-29 08:18:47,u010,svc_backup,WIN-005,winword.exe,outlook.exe,winword.exe,Low
E000121,2026-06-17 18:39:37,u007,p.singh,WIN-039,powershell.exe,svchost.exe,powershell.exe -Command Get-Service,Medium
E000122,2026-06-15 21:38:52,u002,j.smith,WIN-006,explorer.exe,outlook.exe,explorer.exe,Low
E000123,2026-03-19 18:41:52,u008,n.gupta,WIN-016,teams.exe,winword.exe,teams.exe,Low
E000124,2026-01-26 02:48:23,u008,n.gupta,WIN-032,powershell.exe,services.exe,powershell.exe -Command Get-Service,Medium
E000125,2026-06-13 19:09:02,u008,n.gupta,WIN-028,cmd.exe,svchost.exe,cmd.exe,Low
E000126,2026-02-12 23:46:52,u010,svc_backup,WIN-027,explorer.exe,explorer.exe,explorer.exe,Low
E000127,2026-06-17 07:50:10,u009,k.mehta,WIN-015,cmd.exe,svchost.exe,cmd.exe,Low
E000128,2026-06-28 11:25:30,u003,a.kumar,WIN-017,python.exe,explorer.exe,python.exe,Low
E000129,2026-03-15 18:17:34,u011,svc_app,WIN-007,winword.exe,explorer.exe,winword.exe,Low
E000130,2026-05-16 22:43:34,u003,a.kumar,WIN-026,winword.exe,svchost.exe,winword.exe,Low
E000131,2026-01-17 19:44:41,u009,k.mehta,WIN-009,svchost.exe,svchost.exe,svchost.exe,Low
E000132,2026-02-03 16:34:38,u005,r.verma,WIN-023,excel.exe,winword.exe,excel.exe,Low
E000133,2026-02-27 22:11:33,u010,svc_backup,WIN-011,explorer.exe,svchost.exe,explorer.exe,Low
E000134,2026-02-03 13:23:58,u001,admin.ops,WIN-025,excel.exe,svchost.exe,excel.exe,Low
E000135,2026-06-09 20:00:04,u004,m.sharma,WIN-035,cmd.exe,winword.exe,cmd.exe,Low
E000136,2026-02-08 05:25:17,u006,s.rao,WIN-039,powershell.exe,explorer.exe,powershell.exe -Command Get-Service,Medium
E000137,2026-02-13 02:10:26,u010,svc_backup,WIN-036,winword.exe,outlook.exe,winword.exe,Low
E000138,2026-03-11 12:24:47,u006,s.rao,WIN-008,chrome.exe,winword.exe,chrome.exe,Low
E000139,2026-01-19 13:52:03,u002,j.smith,WIN-028,svchost.exe,svchost.exe,svchost.exe,Low
E000140,2026-04-22 03:45:25,u005,r.verma,WIN-018,python.exe,outlook.exe,python.exe,Low
E000141,2026-01-23 13:18:21,u004,m.sharma,WIN-001,explorer.exe,outlook.exe,explorer.exe,Low
E000142,2026-06-14 18:09:14,u010,svc_backup,WIN-014,excel.exe,services.exe,excel.exe,Low
E000143,2026-06-22 10:31:54,u007,p.singh,WIN-007,explorer.exe,svchost.exe,explorer.exe,Low
E000144,2026-05-20 12:25:57,u011,svc_app,WIN-034,explorer.exe,services.exe,explorer.exe,Low
E000145,2026-04-04 20:34:05,u006,s.rao,WIN-014,explorer.exe,winword.exe,explorer.exe,Low
E000146,2026-05-18 02:41:43,u003,a.kumar,WIN-026,outlook.exe,services.exe,outlook.exe,Low
E000147,2026-01-07 02:38:01,u006,s.rao,WIN-028,python.exe,explorer.exe,python.exe,Low
E000148,2026-05-23 05:57:10,u012,d.patel,WIN-029,winword.exe,outlook.exe,winword.exe,Low
E000149,2026-04-01 00:39:12,u007,p.singh,WIN-029,explorer.exe,services.exe,explorer.exe,Low
E000150,2026-03-01 08:04:08,u006,s.rao,WIN-020,teams.exe,outlook.exe,teams.exe,Low
E000151,2026-03-19 00:36:11,u007,p.singh,WIN-013,chrome.exe,svchost.exe,chrome.exe,Low
E000152,2026-03-01 06:25:24,u009,k.mehta,WIN-015,chrome.exe,explorer.exe,chrome.exe,Low
E000153,2026-02-08 02:59:38,u003,a.kumar,WIN-006,powershell.exe,services.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E000154,2026-02-06 17:07:35,u004,m.sharma,WIN-017,cmd.exe,services.exe,cmd.exe,Low
E000155,2026-05-16 07:13:45,u008,n.gupta,WIN-024,chrome.exe,services.exe,chrome.exe,Low
E000156,2026-05-20 10:48:51,u002,j.smith,WIN-040,chrome.exe,services.exe,chrome.exe,Low
E000157,2026-01-29 16:48:33,u005,r.verma,WIN-017,outlook.exe,services.exe,outlook.exe,Low
E000158,2026-02-14 14:26:11,u003,a.kumar,WIN-012,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E000159,2026-04-04 17:39:46,u009,k.mehta,WIN-014,svchost.exe,winword.exe,svchost.exe,Low
E000160,2026-04-25 22:03:02,u004,m.sharma,WIN-031,chrome.exe,svchost.exe,chrome.exe,Low
E000161,2026-03-19 04:20:37,u004,m.sharma,WIN-033,explorer.exe,svchost.exe,explorer.exe,Low
E000162,2026-06-12 02:39:49,u009,k.mehta,WIN-035,cmd.exe,services.exe,cmd.exe,Low
E000163,2026-06-24 13:14:02,u005,r.verma,WIN-037,winword.exe,winword.exe,winword.exe,Low
E000164,2026-06-29 05:41:32,u012,d.patel,WIN-012,outlook.exe,explorer.exe,outlook.exe,Low
E000165,2026-01-19 07:38:55,u004,m.sharma,WIN-012,chrome.exe,svchost.exe,chrome.exe,Low
E000166,2026-01-21 09:33:19,u006,s.rao,WIN-017,explorer.exe,winword.exe,explorer.exe,Low
E000167,2026-04-23 09:59:16,u006,s.rao,WIN-002,chrome.exe,explorer.exe,chrome.exe,Low
E000168,2026-06-05 10:10:53,u010,svc_backup,WIN-028,teams.exe,outlook.exe,teams.exe,Low
E000169,2026-06-17 15:38:45,u007,p.singh,WIN-035,excel.exe,services.exe,excel.exe,Low
E000170,2026-03-27 19:41:07,u006,s.rao,WIN-028,outlook.exe,winword.exe,outlook.exe,Low
E000171,2026-06-19 19:57:57,u009,k.mehta,WIN-008,powershell.exe,services.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E000172,2026-05-04 01:05:59,u008,n.gupta,WIN-023,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E000173,2026-01-02 00:59:50,u002,j.smith,WIN-020,chrome.exe,outlook.exe,chrome.exe,Low
E000174,2026-05-06 18:30:06,u011,svc_app,WIN-009,cmd.exe,outlook.exe,cmd.exe,Low
E000175,2026-02-13 00:23:20,u003,a.kumar,WIN-026,svchost.exe,outlook.exe,svchost.exe,Low
E000176,2026-06-14 17:58:19,u001,admin.ops,WIN-040,explorer.exe,winword.exe,explorer.exe,Low
E000177,2026-02-10 00:27:18,u007,p.singh,WIN-038,chrome.exe,services.exe,chrome.exe,Low
E000178,2026-03-15 18:39:58,u009,k.mehta,WIN-004,excel.exe,winword.exe,excel.exe,Low
E000179,2026-06-13 01:42:03,u007,p.singh,WIN-016,chrome.exe,services.exe,chrome.exe,Low
E000180,2026-02-04 08:13:20,u008,n.gupta,WIN-008,teams.exe,outlook.exe,teams.exe,Low
E000181,2026-02-11 06:22:06,u009,k.mehta,WIN-016,explorer.exe,winword.exe,explorer.exe,Low
E000182,2026-03-09 03:48:14,u012,d.patel,WIN-001,excel.exe,explorer.exe,excel.exe,Low
E000183,2026-04-17 17:14:31,u007,p.singh,WIN-002,powershell.exe,outlook.exe,powershell.exe Get-Process,Medium
E000184,2026-05-01 20:42:22,u008,n.gupta,WIN-026,chrome.exe,services.exe,chrome.exe,Low
E000185,2026-02-19 07:38:33,u007,p.singh,WIN-007,outlook.exe,winword.exe,outlook.exe,Low
E000186,2026-06-03 03:25:22,u004,m.sharma,WIN-035,winword.exe,services.exe,winword.exe,Low
E000187,2026-05-20 07:48:43,u012,d.patel,WIN-023,cmd.exe,winword.exe,cmd.exe,Low
E000188,2026-06-23 11:06:40,u004,m.sharma,WIN-007,cmd.exe,outlook.exe,cmd.exe,Low
E000189,2026-06-15 13:37:53,u011,svc_app,WIN-040,svchost.exe,explorer.exe,svchost.exe,Low
E000190,2026-02-28 05:03:27,u002,j.smith,WIN-034,winword.exe,explorer.exe,winword.exe,Low
E000191,2026-05-31 20:05:32,u001,admin.ops,WIN-031,winword.exe,winword.exe,winword.exe,Low
E000192,2026-02-04 21:17:12,u009,k.mehta,WIN-004,python.exe,outlook.exe,python.exe,Low
E000193,2026-01-10 12:17:46,u005,r.verma,WIN-036,svchost.exe,winword.exe,svchost.exe,Low
E000194,2026-01-14 12:24:59,u002,j.smith,WIN-010,python.exe,explorer.exe,python.exe,Low
E000195,2026-05-18 03:07:01,u007,p.singh,WIN-016,outlook.exe,outlook.exe,outlook.exe,Low
E000196,2026-05-05 11:46:16,u008,n.gupta,WIN-037,outlook.exe,outlook.exe,outlook.exe,Low
E000197,2026-02-14 17:29:19,u010,svc_backup,WIN-017,explorer.exe,outlook.exe,explorer.exe,Low
E000198,2026-05-23 23:55:46,u008,n.gupta,WIN-032,cmd.exe,explorer.exe,cmd.exe,Low
E000199,2026-02-12 05:00:45,u009,k.mehta,WIN-012,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E000200,2026-02-01 07:43:25,u010,svc_backup,WIN-015,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E000201,2026-06-04 18:46:10,u007,p.singh,WIN-011,winword.exe,winword.exe,winword.exe,Low
E000202,2026-03-14 02:14:03,u008,n.gupta,WIN-021,powershell.exe,explorer.exe,powershell.exe Get-Process,Medium
E000203,2026-04-01 05:11:33,u003,a.kumar,WIN-003,python.exe,outlook.exe,python.exe,Low
E000204,2026-02-25 07:49:33,u001,admin.ops,WIN-016,chrome.exe,services.exe,chrome.exe,Low
E000205,2026-06-11 05:44:46,u001,admin.ops,WIN-021,cmd.exe,svchost.exe,cmd.exe,Low
E000206,2026-02-25 04:43:33,u003,a.kumar,WIN-008,powershell.exe,explorer.exe,powershell.exe Get-Process,Medium
E000207,2026-03-22 13:38:04,u008,n.gupta,WIN-038,powershell.exe,services.exe,powershell.exe Get-Process,Medium
E000208,2026-01-27 05:19:19,u001,admin.ops,WIN-015,outlook.exe,explorer.exe,outlook.exe,Low
E000209,2026-06-01 15:14:04,u001,admin.ops,WIN-026,cmd.exe,services.exe,cmd.exe,Low
E000210,2026-06-10 11:53:58,u004,m.sharma,WIN-010,outlook.exe,explorer.exe,outlook.exe,Low
E000211,2026-02-14 11:52:10,u003,a.kumar,WIN-016,chrome.exe,outlook.exe,chrome.exe,Low
E000212,2026-05-24 18:30:05,u003,a.kumar,WIN-020,powershell.exe,explorer.exe,powershell.exe -Command Get-Service,Medium
E000213,2026-04-22 06:46:32,u002,j.smith,WIN-029,outlook.exe,winword.exe,outlook.exe,Low
E000214,2026-04-24 00:26:09,u003,a.kumar,WIN-013,svchost.exe,svchost.exe,svchost.exe,Low
E000215,2026-05-19 17:22:33,u004,m.sharma,WIN-040,python.exe,services.exe,python.exe,Low
E000216,2026-05-20 20:21:30,u006,s.rao,WIN-013,cmd.exe,svchost.exe,cmd.exe,Low
E000217,2026-01-21 10:08:27,u007,p.singh,WIN-007,python.exe,services.exe,python.exe,Low
E000218,2026-06-13 11:44:47,u001,admin.ops,WIN-013,winword.exe,outlook.exe,winword.exe,Low
E000219,2026-04-19 07:09:47,u005,r.verma,WIN-008,chrome.exe,winword.exe,chrome.exe,Low
E000220,2026-03-11 07:16:05,u003,a.kumar,WIN-034,python.exe,explorer.exe,python.exe,Low
E000221,2026-05-23 12:45:41,u011,svc_app,WIN-005,winword.exe,services.exe,winword.exe,Low
E000222,2026-03-20 10:19:35,u002,j.smith,WIN-008,excel.exe,explorer.exe,excel.exe,Low
E000223,2026-05-11 11:01:50,u004,m.sharma,WIN-009,explorer.exe,services.exe,explorer.exe,Low
E000224,2026-02-09 04:18:33,u012,d.patel,WIN-006,winword.exe,svchost.exe,winword.exe,Low
E000225,2026-04-16 12:48:53,u009,k.mehta,WIN-024,outlook.exe,explorer.exe,outlook.exe,Low
E000226,2026-03-19 22:32:00,u004,m.sharma,WIN-010,excel.exe,explorer.exe,excel.exe,Low
E000227,2026-03-13 05:39:01,u005,r.verma,WIN-040,explorer.exe,winword.exe,explorer.exe,Low
E000228,2026-03-21 03:16:56,u011,svc_app,WIN-021,outlook.exe,winword.exe,outlook.exe,Low
E000229,2026-05-31 09:59:43,u001,admin.ops,WIN-014,cmd.exe,explorer.exe,cmd.exe,Low
E000230,2026-01-12 01:40:50,u009,k.mehta,WIN-026,python.exe,winword.exe,python.exe,Low
E000231,2026-03-01 08:10:23,u005,r.verma,WIN-028,explorer.exe,outlook.exe,explorer.exe,Low
E000232,2026-03-26 11:28:02,u006,s.rao,WIN-013,explorer.exe,explorer.exe,explorer.exe,Low
E000233,2026-02-12 09:20:10,u009,k.mehta,WIN-018,svchost.exe,outlook.exe,svchost.exe,Low
E000234,2026-02-21 23:08:56,u001,admin.ops,WIN-037,excel.exe,outlook.exe,excel.exe,Low
E000235,2026-06-08 10:27:39,u004,m.sharma,WIN-019,powershell.exe,explorer.exe,powershell.exe -Command Get-Service,Medium
E000236,2026-06-11 07:36:49,u009,k.mehta,WIN-033,chrome.exe,explorer.exe,chrome.exe,Low
E000237,2026-06-13 08:14:03,u008,n.gupta,WIN-005,python.exe,services.exe,python.exe,Low
E000238,2026-01-14 13:26:40,u001,admin.ops,WIN-029,outlook.exe,outlook.exe,outlook.exe,Low
E000239,2026-06-12 10:26:41,u010,svc_backup,WIN-005,teams.exe,services.exe,teams.exe,Low
E000240,2026-05-20 14:44:24,u004,m.sharma,WIN-035,winword.exe,explorer.exe,winword.exe,Low
E000241,2026-05-21 15:14:59,u005,r.verma,WIN-010,chrome.exe,explorer.exe,chrome.exe,Low
E000242,2026-06-28 02:23:21,u012,d.patel,WIN-037,chrome.exe,explorer.exe,chrome.exe,Low
E000243,2026-03-22 17:05:22,u010,svc_backup,WIN-021,powershell.exe,winword.exe,powershell.exe Get-Process,Medium
E000244,2026-04-26 20:23:12,u005,r.verma,WIN-004,winword.exe,explorer.exe,winword.exe,Low
E000245,2026-03-26 06:18:15,u005,r.verma,WIN-034,outlook.exe,svchost.exe,outlook.exe,Low
E000246,2026-04-10 00:09:09,u010,svc_backup,WIN-033,excel.exe,outlook.exe,excel.exe,Low
E000247,2026-02-13 17:26:54,u002,j.smith,WIN-021,excel.exe,winword.exe,excel.exe,Low
E000248,2026-05-09 05:01:01,u011,svc_app,WIN-011,svchost.exe,svchost.exe,svchost.exe,Low
E000249,2026-03-11 16:13:58,u003,a.kumar,WIN-006,svchost.exe,services.exe,svchost.exe,Low
E000250,2026-04-27 18:40:00,u002,j.smith,WIN-003,winword.exe,winword.exe,winword.exe,Low
E000251,2026-04-30 06:39:42,u010,svc_backup,WIN-020,excel.exe,outlook.exe,excel.exe,Low
E000252,2026-05-01 15:56:36,u004,m.sharma,WIN-029,excel.exe,winword.exe,excel.exe,Low
